146	2601.833058	575.1853359
145	2601.441058	962.3330161
144	2597.941235	1339.551025
143	2596.919847	1831.788113
142	2593.400888	2307.404169
141	2589.90828	2748.456255
356	3051.825181	473.8997121
355	3052.287448	770.2864768
354	3051.622882	1057.84865
353	3050.490413	1358.813788
352	3049.588794	1730.354677
351	3045.811309	2099.542081
350	3042.661292	2425.796617
157	3520.15356	262.9191323
156	3519.846361	622.240472
155	3518.898713	986.1187956
154	3519.382006	1346.616353
153	3517.609728	1813.668409
366	3787.890252	212.7162114
365	3785.74224	592.5151397
364	3788.014061	973.2437461
363	3784.530148	1339.566872
362	3782.863877	1710.760171
361	3778.382848	2077.462655
360	3774.638906	2431.30189
502	4111.855247	1471.223779
500	4105.805532	2394.924165
225	2105.563125	274.7240825
224	2100.256189	760.8976991
223	2098.136318	1252.952224
222	2093.974191	1733.17698
221	2090.276595	2215.282002
137	1461.189554	120.5685647
136	1456.197579	521.5709634
135	1453.56041	930.5062844
134	1453.69757	1327.958258
133	1447.85928	1850.951316
132	1445.117456	2339.355488
131	1445.08263	2803.793036
330	1215.997258	2518.249064
331	1218.322208	2152.168366
332	1217.895497	1758.992665
333	1219.910551	1366.839624
334	1223.879471	1045.142931
336	1229.598545	401.5088654
337	1234.858991	45.46038076
430	752.3588029	2547.383642
431	753.4046415	1997.064401
432	759.4229321	1458.967359
433	770.5080985	921.4545829
434	775.2385792	386.3193727
211	371.2989517	2220.994029
212	372.987437	1723.914498
213	376.0772809	1253.814579
214	382.5008431	764.6977523
320	225.3047451	2585.652617
321	226.2076749	2164.750617
322	228.1491364	1734.201061
323	231.4830603	1321.148229
324	235.7827274	857.2019263
325	240.9204516	445.9021169
126	66.24931868	92.2937348
124	54.85722676	1198.183677
123	50.03026713	1749.545154
71	3281.84148	1994.244888
91	3473.266479	1978.242783
92	3487.475702	2254.916363
72	3291.70834	2310.980201
31	2033.530823	2049.759241
21	1764.381631	2040.563034
13	1571.167846	2667.151954
