232
210	5333.8308 	1135.7201 	-1232.0423 
211	5332.9748 	1135.4486 	-834.6517  
212	5331.8982 	1135.3396 	-436.1520  
213	5331.5301 	1135.5369 	-59.9004   
214	5330.9694 	1136.4401 	331.4129   
215	5329.8284 	1135.1947 	733.0459   
216	5329.7697 	1135.8035 	1110.9948  
217	5330.5150 	1139.9492 	1487.0063  
218	5330.2256 	1139.7711 	1892.4800  
220	5261.9398 	2531.4480 	-1241.5020 
221	5261.2662 	2532.8313 	-854.8890  
222	5259.9595 	2532.9986 	-446.9659  
223	5259.1647 	2533.8912 	-42.0214   
224	5258.2906 	2533.3711 	373.4401   
225	5258.0926 	2535.1935 	786.6102   
226	5257.8312 	2534.2413 	1175.7452  
227	5256.8358 	2534.0237 	1585.9804  
228	5256.4998 	2531.4110 	1902.1467  
310	5958.7116 	  156.8836 	-1251.4885 
311	5958.8269 	  155.7549	-870.9984  
312	5958.7769 	  154.8748	-474.9703  
313	5958.3897 	  154.9124	-93.6275   
314	5957.9442 	  156.3995 	317.6635   
315	5957.2340 	  156.5557 	693.3544   
316	5956.5063 	  155.6350 	1080.1521  
317	5955.2665 	  156.6730 	1511.0111  
318	5952.2787 	  154.6467 	1898.9328  
320	5952.4459 	  956.6081 	-1253.7817 
321	5952.0865 	  956.5607	-870.7654  
322	5951.7664 	  956.9814 	-479.6371  
323	5951.7410 	  957.3636 	-104.2699  
324	5951.0771 	  957.6238	316.3858   
325	5950.5724 	  957.6906 	691.4032   
326	5950.0617 	  957.1009 	1082.0474  
327	5949.3409 	  956.5396 	1509.9611  
328	5948.7932 	  954.9590 	1904.2452  
330	5948.8670 	1849.6068 	-1223.6775 
331	5948.1193 	1850.6742 	-877.0512  
332	5946.9624 	1849.3561 	-506.1119  
333	5945.5243 	1848.6433 	-137.2964  
334	5945.0363 	1850.1544 	165.3360   
335	5943.9237 	1846.5893 	473.2896   
336	5943.7175 	1849.2904 	772.6657   
337	5942.9804 	1850.3694 	1110.8832  
338	5943.3696 	1849.5898 	1528.3513  
339	5944.2599 	1849.9554 	1909.9155  
340	5942.8265 	2694.0576 	-1219.0510 
341	5943.6976 	2694.2997 	-869.5301  
342	5942.6790 	2694.1245 	-491.5259  
343	5941.2126 	2692.8295 	-107.5922  
344	5940.3014 	2694.2063 	198.1817   
345	5940.4068 	2692.9989 	484.4781   
346	5940.8725 	2692.4879 	776.9657   
347	5940.5784 	2694.6028 	1166.0566  
348	5940.0877 	2693.1303 	1543.9348  
349	5939.6771 	2694.4110 	1911.7632  
350	5935.6213 	3694.4433 	-1206.1233 
351	5936.7336 	3694.5766 	-870.7452  
352	5935.8420 	3695.0199 	-492.7082  
353	5936.6600 	3694.1814 	-113.4213  
354	5935.6627 	3693.5189 	193.5846   
355	5934.9818 	3693.2948 	488.0094   
356	5935.3068 	3692.9622 	792.7535   
357	5933.2737 	3692.3376 	1169.2688  
358	5934.4555 	3690.8543 	1554.5688  
359	5933.3555 	3689.9547 	1902.2097  
360	5933.5994 	4536.5498 	-1249.8379 
361	5933.1330 	4536.3072 	-871.8998  
362	5930.8945 	4536.9791 	-481.3055  
363	5931.3798 	4535.8508 	-86.3371   
364	5929.0823 	4537.5525 	303.2739   
365	5929.8567 	4535.8320 	709.2538   
366	5927.5657 	4536.7154 	1114.2128  
367	5929.3617 	4535.2369 	1499.9974  
368	5930.8271 	4532.3348 	1910.2846  
370	5927.8565 	5336.4229 	-1209.9196 
371	5927.7978 	5335.4596 	-880.1785  
372	5926.1852 	5334.6088 	-490.9909  
373	5924.6911 	5332.6374 	-101.9771  
374	5925.6752 	5335.7102 	304.2987   
375	5926.2205 	5334.4638 	702.3268   
376	5924.4977 	5333.8516 	1104.0128  
377	5924.2526 	5333.3970 	1498.4729  
378	5925.4425 	5331.7174 	1906.8669  
400	7011.1973 	-313.0052 	-1457.5440 
401	7027.2042 	-334.1977 	-831.3624  
402	7028.0683 	-342.7854 	-231.7821  
403	7029.7777 	-349.6367 	370.3682   
404	7028.5433 	-362.9757 	969.4285   
405	7025.8406 	-339.2591 	1572.8556  
406	6954.9672 	-332.1462 	1972.8606  
410	7014.7530 	  279.3539 	-1457.5032 
411	7027.2403 	  248.5640	-831.2580  
412	7027.1753 	  250.5487 	-230.9939  
413	7028.4262 	  237.5559 	365.5707   
414	7027.3911 	  238.4026 	970.9847   
415	7025.0057 	  254.0452 	1571.8279  
416	6957.0774 	  233.0137	1956.1091  
420	7014.9388 	  850.0009 	-1455.1062 
421	7025.7460 	  830.6669	-829.3761  
422	7025.7336 	  827.8214 	-230.7902  
423	7026.5862 	  816.8680	367.6907   
424	7025.9768 	  813.0637 	970.4284   
425	7024.2201 	  826.8023 	1571.9011  
426	6959.5659 	  826.3408 	1972.9166  
430	7015.3424 	1404.7159 	-1455.7298 
431	7024.7325 	1405.3865 	-838.2860  
432	7024.6611 	1409.2670 	-234.3365  
433	7024.4429 	1416.5242 	369.3773   
434	7024.1065 	1414.9804 	972.3267   
435	7023.3684 	1422.3857 	1572.2965  
436	6958.9462 	1420.5127 	1973.0277  
440	7012.3219 	2049.3620 	-1450.5510 
441	7022.9568 	2091.1118 	-829.2214  
442	7023.3542 	2049.7185 	-229.9718  
443	7023.1883 	2074.3591 	369.7293   
444	7023.3589 	2064.0387 	971.0763   
445	7022.6379 	2052.7630 	1572.6031  
446	6957.2084 	2025.3569 	1947.7043  
450	7012.3163 	2655.1839 	-1454.2800 
451	7022.6122 	2669.5787 	-829.7300  
452	7022.6446 	2665.0913 	-228.2616  
453	7022.2845 	2678.1663 	370.8021   
454	7022.6109 	2682.5932 	970.2558   
455	7022.4576 	2685.6094 	1570.9414  
456	6956.5493 	2651.6939 	1965.5608  
460	7010.1306 	3255.9444 	-1453.9908 
461	7021.4136 	3271.8248 	-831.1081  
462	7021.5885 	3265.3643 	-227.6376  
463	7021.4624 	3274.9141 	370.7078   
464	7021.4797 	3273.3307 	972.6051   
465	7020.7731 	3275.0588 	1570.5046  
466	6956.5315 	3254.2761 	1945.0033  
470	7008.7062 	3917.5510 	-1454.0714 
471	7020.2715 	3894.2393 	-831.3671  
472	7020.6290 	3895.2344 	-230.3495  
473	7020.1269 	3874.9165 	370.0932   
474	7019.9767 	3867.9740 	970.5230   
475	7019.3098 	3860.1017 	1569.3714  
476	6955.0529 	3848.9678 	1974.3887  
480	7008.8850 	4491.0674 	-1453.9599 
481	7019.5637 	4474.4808 	-831.4465  
482	7019.2485 	4466.2034 	-229.5078  
483	7018.8064 	4456.6249 	371.0218   
484	7018.3169 	4475.0117 	969.3100   
485	7016.9700 	4483.1132 	1571.8194  
486	6953.4456 	4470.5231 	1962.8863  
490	7008.2527 	5094.3029 	-1451.5810 
491	7018.3485 	5096.6456 	-832.0748  
492	7016.7288 	5080.7022 	-229.9686  
493	7017.0365 	5075.2283 	368.8073   
494	7017.1572 	5044.6235 	970.6028   
495	7014.9255 	5033.0028 	1571.4664  
496	6950.2755 	5032.6898 	1975.8653  
500	7007.1429 	5672.9931 	-1450.0270 
501	7016.9603 	5673.4916 	-831.9031  
502	7014.4319 	5676.7581 	-232.6522  
503	7014.5824 	5674.4631 	369.2628   
504	7015.7931 	5676.1037 	968.2414   
505	7014.5842 	5682.7849 	1567.5410  
506	6948.3192 	5683.7395 	1964.0478  
510	7007.1389 	6106.0708 	-1452.7045 
511	7016.7883 	6113.3991 	-832.1167  
512	7014.4052 	6104.2735 	-231.4137  
514	7015.4732 	6101.8954 	966.9331   
515	7014.6306 	6100.3860 	1566.3293  
