470	3387.511539	2563.71703
471	3380.544854	2002.28838
472	3394.489002	1460.370663
350	3195.262868	2530.259095
351	3204.663849	2165.21725
352	3215.666898	1752.177557
355	3234.833402	677.2412012
356	3240.258678	344.5037308
152	3151.204857	2379.362777
153	3165.306304	1856.33194
154	3174.191326	1316.620676
155	3180.741267	899.9506857
156	3188.915998	479.4925959
157	3195.308716	64.80258328
340	2123.29148	2482.584994
341	2131.480608	2115.302494
342	2139.562764	1717.185733
325	490.0842298	495.6564745
326	499.4913804	112.9285475
210	289.8863979	2517.141565
211	295.9082511	2076.404051
212	303.4057174	1632.915657
213	311.4944934	1212.796382
214	322.0304366	775.8164937
410	378.6713079	2380.21351
412	379.7593284	1392.558016
413	381.3623131	912.7062685
414	394.1155503	427.0305665
320	452.2368684	2404.818588
321	457.2684321	2029.72774
322	464.0362476	1646.370372
323	471.8084935	1277.353337
324	481.1941394	863.4283653
450	2265.761171	2500.77287
450	2265.761171	2500.77287
340	2123.29148	2482.584994
341	2131.480608	2115.302494
342	2139.562764	1717.185733
343	2146.327512	1310.704393
344	2154.768293	987.5089938
336	1319.895159	397.2637489
337	1329.699677	54.14574242
132	929.1680674	2251.71511
133	937.6836794	1782.65128
134	950.0586596	1279.810551
135	956.2411324	897.4039341
136	964.0681431	504.0193287
137	975.0809367	117.1660959
321	457.2684321	2029.72774
322	464.0362476	1646.370372
323	471.8084935	1277.353337
324	481.1941394	863.4283653
325	490.0842298	495.6564745
326	499.4913804	112.9285475
210	289.8863979	2517.141565
211	295.9082511	2076.404051
212	303.4057174	1632.915657
213	311.4944934	1212.796382
214	322.0304366	775.8164937
215	332.0882452	328.6692635
